sentence_id,screening,label,text
16854,-3,1,"These programs that I described to you earlier - the tax deferrals for overseas, the DISC, and the tax shelters, uh - they only apply to people in the $50 thousand-a-year bracket or up, and I think this is the very best way to approach it."
9623,-3,1,"I was proud of the fact that after I staffed my Cabinet and my senior staff, that the University of New York in Albany did a survey of all 50 states, and concluded that mine had more women in senior leadership positions than any other state in America."
26477,-3,1,"We had a 1.2 million bankruptcy, set a new record."
1766,-3,1,"On government land, your administration has cut the number of permits and licenses in half."
13417,-3,1,The fa- the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread.
19153,-3,1,"Don't forget that, that happened in 1993."
13953,-3,1,And it's true on this and it's true on CAFE.
17863,-3,1,"With regard to business investment, it is higher than it has been since 1949."
2630,-3,1,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans."
15152,-3,1,"Besides which, it is illegal, because the law of the land, passed by Congress, says that we cannot accept a treaty in which we are not equal."
32347,-3,1,"And the final thing I would say, this is the 10th or 12th time that he's denied being for the war in Iraq."
19406,-3,1,"The tragedy is that our young people are still increasing their use of drugs up to about 11 percent total with marijuana, and I regret it."
2321,-3,1,We stepped in and had the toughest reforms on Wall Street since the 1930s.
34061,-3,1,There was even a time when he didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged against him.
25884,-3,1,"He cut 112 billion dollars, so we're right on the edge right now."
24455,-3,1,Seventy-two other nations have been able to do it.
2093,-3,1,"Now, I like green energy as well, but that's about 50 years' worth of what oil and gas receives."
18417,-3,1,"And meanwhile, North Korea has got nuclear weapons."
14711,-3,1,"More people are working harder for less, 100,000 people a month losing their health insurance, unemployment going up, our economy slowing down."
29695,-3,1,"So I have, ever since the first day of my campaign, called for criminal justice reform."
14759,-3,1,"Well, folks, we got one, and that one is a financial crisis."
580,-3,1,"And because we didn't listen to the freeze advocates, and strengthen the defense of this country, we now have the first arms control agreement in the nuclear age."
14940,-3,1,The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way.
26068,-3,1,It costs California taxpayers 3 billion dollars a year.
1546,-3,1,We have cut inflation by better than half.
30118,-3,1,"Number one, the 28 countries of NATO, many of them aren't paying their fair share."
1882,-3,1,"The National Federation of Independent Businesses has said that will cost 700,000 jobs."
1592,-3,1,But now less than a third of our people can afford to buy their own homes.
26988,-3,1,Russia does continue to battle us in the U.N. time and time again.
21704,-3,1,Thirty years ago there were three police officers on the street for every crime; today there are three crimes for every police officer.
28958,-3,1,He has promised a trillion dollars out of the Social Security Trust Fund for young working adults to invest and save on their own.
14910,-3,1,"As a matter of fact, we're importing today about one-third less oil from overseas than we did just a year ago."
26228,-3,1,"We've opened 260,000 new jobs in the military to women since I've been president."
18019,-3,1,Forty-one percent of those 10 million are women.
30387,-3,1,"Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can -- name -- you almost can't name a good deal."
10803,-3,1,"Now, in contrast, Senator McCain wants to give a $300 billion tax cut, $200 billion of it to the largest corporations and a hundred thousand of it -- a hundred billion of it going to people like CEOs on Wall Street."
31995,-3,1,"But what President Clinton did, he was impeached, he lost his license to practice law."
24696,-3,1,The president's got another proposal to require them to pay $400 a year more for the next 5 years.
11493,-3,1,The sanctions are being violated.
17556,-3,1,In 1981 I think he paid about 40 percent in taxes.
18198,-3,1,"We've got 1,000 extra border patrol on the southern border; want 1,000 on the northern border."
5975,-3,1,"Look, we've sailed Navy ships around the world for 60 years with nuclear power plants on them."
8916,-3,1,"Instead we had, I think, in the second quarter, a Consumer Price Index registering around 12%."
8129,-3,1,I'm not satisfied when the Soviet Union is turning out twice as many scientists and engineers as we are.
12712,-3,1,His influence is growing - mostly because this Administration has ignored Latin America.
23488,-3,1,"The Patriot Act is necessary, for example, because parts of the FBI couldn't talk to each other."
9448,-3,1,The top 5 percent of taxpayers will continue to pay 60 percent of the income tax the nation collects.
18774,-3,1,"Secondly, he said -- my opponent said where he worked to put sanctions on Iran -- we've already sanctioned Iran."
14896,-3,1,"The most recent figures, the last three months, on the third quarter of this year, the inflation rate is 7% - still too high, but it illustrates very vividly that in addition to providing an enormous number of jobs - nine million new jobs in the last three and a half years - that the inflationary threat is still urgent on us."
8434,-3,1,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.
13362,-3,1,We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.
16658,-3,1,But that doesn't cost any more as far as the federal treasury is concerned.
21311,-3,1,"Pay $1 an hour for your labor, have no health care -- that's the most expensive single element in making the car."
1577,-3,1,We never increased sales taxes or income tax or property tax.
20110,-3,1,"Republicans talk about it, but we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row."
6862,-3,1,Result: $139 billion windfall profit to the drug companies coming out of your pockets.
29128,-3,1,Our jobs are fleeing the country.
1368,-3,1,"And uh - the only purpose that I would see in registering uh - handguns and not long guns of any kind would be to prohibit the uh - ownership of those guns by those who've used them in the commission of a crime, or who uh - have been proven to be mentally incompetent to own a gun."
10251,-3,1,The rate of regulations quadrupled under this president.
9195,-3,1,"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent."
3666,-3,1,And that's just a fact.
1298,-3,1,"There've been over thirteen hundred indictments in HUD, over eight hundred convictions relating just to home loans."
1723,-3,1,"And this is where there's a difference, because Governor Romney's central economic plan calls for a $5 trillion tax cut -- on top of the extension of the Bush tax cuts -- that's another trillion dollars -- and $2 trillion in additional military spending that the military hasn't asked for."
1782,-3,1,And that's exactly what I did.
10708,-3,1,I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government.
27914,-3,1,"And the one thing that I'm absolutely clear about is that after a decade in which we saw drift, jobs being shipped overseas, nobody championing American workers and American businesses, we've now begun to make some real progress."
2930,-3,1,The secretary of state has appeared in the several years that he's been the secretary before eighty different uh - committee hearings in the House and in the Senate.
14847,-3,1,"In the Middle East, we've worked for a peace treaty between Israel and Egypt, successfully, and have tied ourselves together with Israel and Egypt in a common defense capability."
19926,-3,1,We've made every one of them eligible for a tax cut.
33347,-3,1,"They have 4 million American citizen children, 15 million people."
27760,-3,1,"It's not my term, it's the president's own Secretary of Defense, called them devastating."
29556,-3,1,"For 40 years, everyone running for president has released their tax returns."
28132,-3,1,"Listen, for 24 years I have never been afraid to take on the big drug companies."
32011,-3,1,He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.
24074,-3,1,"We collect 35 cents, and we don't have it to spend."
17149,-3,1,"And, as a matter of fact, the biggest single tax increase in our nation's history took place 1977."
34096,-3,1,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground."
9733,-3,1,"Well, in fact we saved 1,000 jobs."
28924,-3,1,"Not only has an innocent person been executed, but the real perpetrator of the crime has not been held accountable for it."
26971,-3,1,"You said that, first, we should not have a timeline in Afghanistan."
24603,-3,1,We've doubled it on research and on every other aspect of it.
16712,-3,1,We now import about 44 percent of our oil.
26366,-3,1,"The bill originally covered employers of 25 and more, but because of opposition, we went up to 50."
20428,-3,1,Today we import one million barrels from Saddam Hussein.
33361,-3,1,He choked and then got into a Twitter war because the Mexican president said we're not paying for that wall.
15772,-3,1,"And the result is, we deployed, and the Soviets kept deploying, and then we negotiated from strength."
26113,-3,1,"Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes, which I think is the biggest capital gains benefit we could give to most ordinary Americans."
19342,-3,1,"That's what Speaker Gingrich and Senator Dole did, not me."
6516,-3,1,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated."
1535,-3,1,"We had inflation of over 12 percent, we were on the brink of the worst recession in the last forty years, we were still deeply involved in the problems of Vietnam."
27585,-3,1,"I mean, the president received a letter from 38 Democrat senators saying the tensions with Israel were a real problem."
13260,-3,1,"Senator Kennedy quotes the record, which he read from a moment ago, but what he forgets to point out is that the key vote - a uh - vote which I've referred to several times - where he was in the minority was one which rejected his position."
6866,-3,1,"So whether it's diabetes or cancer, they come to hospitals later and it costs America more."
10888,-3,1,"We're going to have to come up with alternatives, and that means that the United States government is working with the private sector to fund the kind of innovation that we can then export to countries like China that also need energy and are setting up one coal power plant a week."
18338,-3,1,"Plus, he says the cornerstone of his plan to succeed in Iraq is to call upon nations to serve."
12548,-3,1,"First of all, although we are today, as Senator Kennedy has admitted, the strongest nation in the world militarily, we must increase our strength, increase it so that we will always have enough strength that regardless of what our potential opponents have - if the should launch a surprise attack - we will be able to destroy their war-making capability."
27954,-3,1,"And I've put forward a plan to make sure that we're bringing manufacturing jobs back to our shores by rewarding companies and small businesses that are investing here, not overseas."
34302,-3,1,"And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore."
13382,-3,1,And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty-five percent rise in food prices that the people would have to pay.
33867,-3,1,"And frankly, those stories have been largely debunked."
26970,-3,1,"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it."
5949,-3,1,He voted against the first Gulf War.
3532,-3,1,"And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and in the Wall Street."
8854,-3,1,"But Detroit is being taxed for money that, let's say, will go to Chicago, while Chicago is being taxed to help with the problems in Philadelphia."
7846,-3,1,I cannot still understand why this Administration and Mr. Nixon oppose putting medical care for the aged under Social Security to give them some security.
1501,-3,1,"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia."
16790,-3,1,"Well, Mr. Ford doesn't seem to put into perspective the fact that when - when uh five hundred thousand more people are out of work than there were three months ago, while we have two and a half million more people out of work than were when he took office, that this touches human beings."
15041,-3,1,"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country."
1973,-3,1,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.
24058,-3,1,"And I simply don't believe we can afford nor do we need to keep 150,000 troops in Europe given how much the Red Army, now under the control of Russia, has been cut, the arms control agreement concluded between Mr. Bush and Mr. Yeltsin, something I have applauded."
3688,-3,1,"They are getting crushed, and many of them are going bankrupt as a consequence of health care."
33223,-3,1,"But we're going to do it in a way that tries to save some of these 33,000 lives that we lose every year."
25987,-3,1,"They haven't said what's going to happen, whether they're going to have it declared addictive."
19808,-3,1,"Senator Dole voted against student loans, against Headstart, against creating the Department of Education."
14869,-3,1,"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force."
26384,-3,1,"We've lost 357,000 manufacturing jobs."
20787,-3,1,"As I said, almost 30% of it goes to Americans that make more than $1 million per year."
32594,-3,1,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.
10262,-3,1,And both Governor Romney and I agree actually that we should lower our corporate tax rate.
3316,-3,1,This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights.
24429,-3,1,"But it is inappropriate for us, just because there's a problem somewhere around the world, to take the sons and daughters of working people--and make no mistake about it, our all- volunteer armed force is not made up of the sons and daughters of the beautiful people; it's the working folks who send their sons and daughters to war, with a few exceptions."
1447,-3,1,"Now we've had this pause, but most economists, regardless of their political philosophy, uh - indicate that this pause for a month or two was healthy, because we could not have honestly sustained a 9.2 percent rate of growth which we had in the first quarter of this year."
23332,-3,1,They don't name him the most liberal in the United States Senate because he hasn't shown up to many meetings.
28474,-3,1,"In the Senate I was one of only ten Democrats, along with Senator Joe Lieberman, to support Governor Bush's dad in the Persian Gulf War Resolution."
10156,-3,1,They used those weapons against -- against their own citizens and killed Americans with them.
3639,-3,1,"Now, what he doesn't tell you is that he intends to, for the first time in history, tax health benefits."
8151,-3,1,"Seventeen million Americans, who live over sixty-five on an average Social Security check of about seventy-eight dollars a month, they're not able to sustain themselves individually, but they can sustain themselves through the social security system."
6271,-3,1,"Right now, I meet young people all across the country who either have decided not to go to college or if they're going to college, they are taking on $20,000, $30,000, $50,000, $60,000 worth of debt, and it's very difficult for them to go into some fields, like basic research in science, for example, thinking to themselves that they're going to have a mortgage before they even buy a house."
24709,-3,1,"I'm the president that stood up and said, don't mess with Social Security, and I'm not going to and we haven't and we are not going to go after the Social Security recipient."
33415,-3,1,But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.
14956,-3,1,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending.
25216,-3,1,"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''"
6535,-3,1,"All across our country -- go to Ohio, 1.4 million Ohioans have no health insurance, 114,000 of them lost it under President Bush; Wisconsin, 82,000 Wisconsinites lost it under President Bush."
16853,-3,1,And this is uh - the point of my first statistics that I gave you - that - that the present tax benefits that have been carved out over a long period of years - fifty years - by sharp tax lawyers and by lobbyists have benefited just the rich.
24747,-3,1,"But keep in mind we are spending 30% more on health care than any country in the world, any country, and yet we have 35 million people uninsured, we have no preventing and primary care."
2347,-3,1,"So banks are reluctant to make loans, mortgages."
15625,-3,1,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that."
12315,-3,1,China and India were exempted from that treaty.
25260,-3,1,"And, as a matter of fact, we haven't avoided arms control talks with the Soviet Union."
12814,-3,1,"I would say first of all that we must have in mind the fact that we have been negotiating to get tests inspected and uh - to get an agreement for many, many months."
17389,-3,1,"I said that we would create jobs for our people, and we did -- 6 million in the last 20 or 21 months."
19152,-3,1,"One seventh the total economy, 17 new taxes, price controls, 35 to 50 new bureaucracies that cost $1.5 trillion."
744,-3,1,"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know."
12635,-3,1,More countries in Asia voted against us on that question than voted with us.
31871,-3,1,"Just today, policemen was shot, two killed."
24335,-3,1,"I mean, that's been done."
6908,-3,1,"I think they'll choose it, because it's a net plus of $5 billion to them."
17535,-3,1,I opposed the grain embargo in my administration.
12908,-3,1,"He repeated that error in 1959, in the speech that he made."
8949,-3,1,We cut the rate of increase in spending in half.
10554,-3,1,And Senator McCain during that period said that we should keep on deregulating because that's how the free enterprise system works.
19476,-3,1,"And on the assault weapon ban, out of 17 weapons that were banned, only six banned now because eleven have been modified and are back on the street."
29729,-3,1,"And in many cases, they're illegally here, illegal immigrants."
15398,-3,1,We're now working on the communications industry.
3896,-3,1,"Senator McCain cut -- Senator McCain opposed funding for troops in legislation that had a timetable, because he didn't believe in a timetable."
9190,-3,1,Well what you're seeing in this country is 23 million people struggling to find a job.
8013,-3,1,"Now, Mr. Herter in 1958, when he was Under Secretary of State, said they were strategically undefensible."
12220,-3,1,And they have not got it done.
28494,-3,1,"And I have supported the largest pay raise in many a year, and I support another one now."
24062,-3,1,He didn't tell you that he vetoed a middle class tax cut because it would be paid for by raising taxes on the wealthy and vetoed an investment tax credit paid for by raising taxes on the wealthy.
16651,-3,1,"We were faced with uh - heavy inflation, over 12 percent; we were faced with substantial unemployment."
23248,-3,1,And most of that tax cut went to the wealthiest people in the country.
15149,-3,1,"Now, I have not blocked the SALT II treaty, as Mr. Carter and Mr. Mondale suggest I have."
25944,-3,1,"And during that period about 3,000 young kids every day started smoking."
28498,-3,1,"You know, we won that conflict in Kosovo without losing a single human life in combat, a single American life in combat."
1211,-3,1,"I have fully funded the land and water conservation program; in fact, have recommended and the Congress approved a substantially increased land and water conservation program."
17788,-3,1,"But I tell you also now, Social Security has nothing to do with the deficit."
8915,-3,1,We haven't gotten either the economies in Government that were promised; we haven't gotten the 4% inflation that we were supposed to get at the end of Mr. Carter's first term.
13093,-3,1,There were three Democratic presidents who led us into war.
17861,-3,1,By 1980 that same person was $500 below the poverty line.
14690,-3,1,"Look at the 24 generals and admirals, retired, that have endorsed me, including the deputy commander of Desert Storm."
3132,-3,1,Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation.
16671,-3,1,"As the economy improves, and it is improving, our gross national product this year will average about 6 percent increase over last year."
24095,-3,1,"The problem I have with the Perot prescription is that almost all economists who've looked at it say that if you cut the deficit this much this quick it will increase unemployment, it will slow down the economy."
14961,-3,1,"One of those ideas was to repeal the minimum wage, and several times this year, Governor Reagan has said that the major cause of unemployment is the minimum wage."
19340,-3,1,"Secondly, Senator Dole had some pretty harsh comments about special interest money, but it wasn't me who opposed what we tried to do to save the lives of children who were subject to tobacco and then went to the tobacco growers and bragged about standing up for the Federal government when we tried to stop the advertising, marketing, and sales of tobacco to children."
8388,-3,1,"The program - the Javits-Nixon or the Nixon-Javits program - would have cost, if fully used uh - six hundred million dollars by the government per year, and six hundred million dollars by the state."
12167,-3,1,"He can make any excuse he wants, but the facts are that we're reducing the number of uninsured percentage of our population."
3337,-3,1,"As long as Vietnam, North Vietnam, does not give us a full and complete accounting of our missing in action, I will never uh - go along with the admission of Vietnam to the United Nations."
21123,-3,1,That's twice the amount of rate of return than the current Social Security Trust.
7620,-3,1,The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.
7995,-3,1,You can't tell me that any one who uses beans instead of meat in the United States - and there are twenty-five million of them according to Mr. Benson - is well fed or adequately fed.
20810,-3,1,"If you're a single mother making $22,000 a year and you have two children, under this tax code, for every additional dollar you make, you pay a higher marginal rate on that dollar than someone making more than $200,000 a year, and that is not right."
32930,-3,1,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody."
10834,-3,1,"When he ran for the United States Senate from Illinois, he said he would have a middle-income tax cut."
18757,-3,1,"And today, there are four to seven nuclear weapons in the hands of North Korea."
17646,-3,1,"On the other hand, women heads of household -- single women heads of household have -- for the first time there's been a turndown in the rate of poverty for them."
19670,-3,1,I signed a bill to stop these drive-by deliveries when insurance companies can force people out of the hospital after 24 hours and I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.
13363,-3,1,"Secondly, I believe that the high interest-rate policy that this Administration has followed has added about three billion dollars a year to interest on the debt - merely funding the debt - which is a burden an the taxpayers."
33228,-3,1,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city."
33378,-3,1,But Hillary Clinton wanted the wall.
18753,-3,1,The president reversed it publicly while the president of South Korea was here.
21414,-3,1,People -- the 18- to 24-year-old high school graduates 10 years ago were making more than they are now.
8261,-3,1,"And it is a fact that through most of these last twenty-five years the Republican leadership has opposed federal aid for education, medical care for the aged, development of the Tennessee Valley, development of our natural resources."
15239,-3,1,"With our modern technology, yes, we can burn our coal within the limits of the Clean Air Act."
23088,-3,1,"And we paid down the debt of our nation for two years in a row, and we created 23 million new jobs at the same time."
11034,-3,1,"And I am convinced that my record, going back to my opposition from sending the Marines to Lebanon, to supporting our efforts in Kosovo and Bosnia and the first Gulf War, and my judgment, I think, is something that I'm -- a record that I'm willing to stand on."
32161,-3,1,"Number one, insurance companies can't deny you coverage because of a pre-existing condition."
13325,-3,1,"He has taken the position, when he first indicated in October of last year, that he would even favor compulsory arbitration as one of the weapons the president might have to stop a national emergency strike."
24846,-3,1,And we kicked this man out of Kuwait.
3014,-3,1,And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.
6469,-3,1,Police officers are being cut from the streets of America because the president decided to cut the COPS program.
13526,-3,1,"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself."
3938,-3,1,We had the highest fatalities among U.S. troops this past year than at any time since 2002.
22179,-3,1,"It's being worked now in 1700 communities -- bypassed Congress on this one, Ross -- 1700 communities across the country."
1441,-3,1,"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972."
19924,-3,1,"Here's the record: We cut deficit four years in a row for the first time before the Civil War -- I mean, before World War II, and maybe before the Civil War, too."
16846,-3,1,"uh - The estimate of the outside, if you eliminated all tax shelters, is 5 billion."
206,-3,1,My state just became the only state in the nation to provide for universal health care and we did it with the support of the business community and labor and the health care community and with virtually everybody in the state.
12111,-3,1,"Secondly, that you get a $2,000 rebate from the government if you're a family of $30,000 or less -- it scales down as you get higher -- that you can use to purchase health care in the private markets."
13340,-3,1,I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.
9485,-3,1,We created 23 million new jobs.
10648,-3,1,"And I've been supporting those and I know how to fix this economy, and eliminate our dependence on foreign oil, and stop sending $700 billion a year overseas."
12230,-3,1,There was a study just a few weeks ago suggesting that in summertime the north polar ice cap will be completely gone in 50 years.
9194,-3,1,"If the -- the unemployment rate was 7.8 percent when he took office, it's 7.8 percent now."
20341,-3,1,"Under the governor's plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%, and that is the study of the Congressional plan that he's modeled his proposal on by the Medicare actuaries."
17093,-3,1,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates."
8978,-3,1,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years."
15557,-3,1,"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force."
18896,-3,1,"And back then, we intercepted a suitcase in a Middle Eastern country with nuclear materials in it."
14625,-3,1,"And you can take it out on charts, you look at all the studies the different groups have done, you go out 4, 5, 6 years, we're still drifting along with a huge deficit."
13358,-3,1,"Yes, I have stated in both uh - debates and state again that I believe in a balanced budget and have supported that concept during my fourteen years in the Congress."
3591,-3,1,"Now, Senator Obama didn't mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs."
10051,-3,1,"But I find more troubling than this, that on -- on the day following the assassination of the United States ambassador, the first time that's happened since 1979, when -- when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund-raiser, then the next day to Colorado for another event, other political event."
19535,-3,1,"You look at Haiti, where we spend about three billion dollars and we got an alarm call there about two weeks ago."
8872,-3,1,"I'm happy to say that, in contrast to that, the Anderson-Lucey platform for America, program for the 80s, has devoted considerable time, and in very specific detail, we have talked about two things that ought to be done to aid urban America."
30404,-3,1,"Then he called her ""Miss Housekeeping,"" because she was Latina."
2088,-3,1,"First of all, the Department of Energy has said the tax break for oil companies is $2.8 billion a year."
505,-3,1,"Well, I must have been living through a different eight years then the ones the vice president's been living through, because this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives."
8947,-3,1,"Now, I speak with some confidence of our plan, because I took over a state - California - 10% of the population of this nation - a state that, if it were a nation, would be the seventh-ranking economic power in the world."
29700,-3,1,"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together."
11208,-3,1,"And once they feel secure, then they lead normal, social, economic, political lives, the same thing that's happening in Iraq today."
15241,-3,1,"The other thing is that we have only leased out - begun to explore - 2% of our outer continental shelf for oil, where it is believed, by everyone familiar with that fuel and that source of energy, that there are vast supplies yet to be found."
3565,-3,1,But let's be clear: Earmarks account for $18 billion in last year's budget.
5721,-3,1,"First of all, in terms of standing up to the leaders of my party, the first major bill that I voted on in the Senate was in support of tort reform, which wasn't very popular with trial lawyers, a major constituency in the Democratic Party."
5731,-3,1,"So the fact of the matter is that if I occasionally have mistaken your policies for George Bush's policies, it's because on the core economic issues that matter to the American people, on tax policy, on energy policy, on spending priorities, you have been a vigorous supporter of President Bush."
8690,-3,1,"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year."
27104,-3,1,"And to the governor's credit, you supported us going into Libya and the coalition that we organized."
19442,-3,1,And you voted to cut services to 23 million school children under the safe and drug-free schools act.
20054,-3,1,I said in 1992 he didn't extend that courtesy to President Bush.
6040,-3,1,"Well, let me just said that that this is -- he -- Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization."
545,-3,1,"We're putting more money per child into education, and we are not performing as we should."
23718,-3,1,"He complains about the fact our troops don't have adequate equipment, yet he voted against the $87 billion supplemental I sent to the Congress and then issued one of the most amazing quotes in political history: ""I actually did vote for the $87 billion before I voted against it."""
14591,-3,1,We are a rising nation.
20530,-3,1,I said I would make sure that women would be safe who used the drug.
29250,-3,1,Donald thinks that climate change is a hoax perpetrated by the Chinese.
12189,-3,1,"Because by his own budget numbers, his proposals for spending on tax cuts for the wealthiest of the wealthy are more than the new spending proposals that he has made for health care and education and national defense all combined."
25811,-3,1,"That could protect 3 million families, 700,000 kids."
22564,-3,1,"Right here in St. Louis, you've laid off 350 teachers."
16602,-3,1,"For instance, we now have uh - in the health area three hundred and two different programs administered by eleven major departments and agencies, sixty other advisory commissions responsible for this."
32804,-3,1,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it."
20125,-3,1,"In addition, Republican Congress cut $53 billion."
15539,-3,1,"More than that, it was the first national security decision that we had to make."
7773,-3,1,"The Rockefeller Brothers report, General Ridgway, General Gavin, the Gaither Report, various reports of Congressional committees all indicate that the relative strength of the p- United States both militarily, politically, psychologically, and scientifically and industrially - the relative strength of the so- of United States compared to that of the Soviet Union and the Chinese Communists together - has deteriorated in the last eight years and we should know it, and the American people should be told the facts."
6906,-3,1,"And in exchange, if the states want to -- they're not forced to, they can choose to -- they cover individuals up to 300 percent of poverty."
1376,-3,1,"While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system."
7010,-3,1,The president decided to give it to the wealthiest Americans in a tax cut.
9483,-3,1,The only reason it's not happening is because Governor Romney's allies in Congress have held the 98 percent hostage because they want tax breaks for the top 2 percent.
25833,-3,1,But let me just say the American Hospital Association said that the budget I vetoed could have closed 700 hospitals.
1781,-3,1,"Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families."
3752,-3,1,"Look, we are sending $700 billion a year overseas to countries that don't like us very much."
18041,-3,1,"Unfortunately, he escaped in the mountains of Tora Bora."
12989,-3,1,We talk about schools - three times as many classrooms built in the past Administration - and Eisenhower - than under the Truman Administration.
22554,-3,1,"Cheryl, the president didn't find weapons of mass destruction in Iraq, so he's really turned his campaign into a weapon of mass deception."
16623,-3,1,"For instance, in the Transportation Department uh we had uh - we cut back about 25 percent of the total number of employees."
16805,-3,1,"This is a - a typical attitude that really causes havoc in people's lives, and then it's covered over by saying that our country has naturally got a 6 percent unemployment rate, or 7 percent unemployment rate and a 6 percent inflation."
8125,-3,1,I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.
1379,-3,1,"Every time I had a vacancy on the Georgia Supreme Court - and I filled five of those vacancies out of seven total and about half the court of appeals judges, about 35 percent of the trial judges - I was given from an objective panel the five most highly qualified persons in Georgia."
24369,-3,1,We are the ones that lowered the barrier to products with Carla Hill's negotiation.
24602,-3,1,We have increased funding for AIDS.
21592,-3,1,That happened when I was president.
17870,-3,1,Today we're well on our way to a 600-ship navy.
22675,-3,1,"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked."
25110,-3,1,"But the first -- pardon me -- the first time we went in, we went in at their request because the war was going on right in Beirut between Israel and the PLO terrorists."
