text	label
I believe that we have got to move toward a path toward citizenship.	0
I agree with President Obama who used executive orders to protect families because the Congress, the House was unable or refused to act.	0
And in fact I would go further.	0
What would motivate me and what would be the guiding light for me in terms of immigration reform, Judy, is to bring families together, not divide them up.	0
And let me say this also.	0
Somebody who is very fond of the president, agrees with him most of the time, I disagree with his recent deportation policies.	0
And I would not support those.	0
Bottom line is a path towards citizenship for 11 million undocumented people, if Congress doesn't do the right thing, we use the executive orders of the president.	0
[ applause ]	0
I strongly support the president's executive actions.	0
I hope the Supreme Court upholds them.	0
I think there is constitutional and legal authority for the president to have done what he did.	0
I am against the raids.	0
I'm against the kind of inhumane treatment that is now being visited upon families, waking them up in the middle of the night, rounding them up.	0
We should be deporting criminals, not hardworking immigrant families who do the very best they can and often are keeping economies going in many places in our country.	0
I'm a strong supporter of comprehensive immigration reform.	0
Have been ever since I was in the Senate.	0
I was one of the original sponsors of the DREAM Act.	0
I voted for comprehensive immigration reform in 2007.	0
Senator Sanders voted against it at that time.	0
Because I think we have to get to comprehensive immigration reform with a path to citizenship.	0
And as president I would expand enormous energy, literally call every member of Congress that I thought I could persuade.	0
Hopefully after the 2016 election, some of the Republicans will come to their senses and realize we are not going to deport 11 or 12 million people in this country.	0
And they will work with me to get comprehensive immigration reform.	0
[ applause ]	0
Secretary Clinton, I do have a disagreement here.	0
If my memory is correct, I think when we saw children coming from these horrendous, horrendously violent areas of Honduras and neighboring countries, people who are fleeing drug violence and cartel violence, I thought it was a good idea to allow those children to stay in this country.	0
That was not, as I understand it, the secretary's position.	0
In terms of 2007 immigration reform, yeah, I did vote against it.	0
I voted against it because the Southern Poverty Law Center, among other groups, said that the guest-worker programs that were embedded in this agreement were akin to slavery.	0
Akin to slavery, where people came into this country to do guest work were abused, were exploited, and if they stood up for their rights, they'd be thrown out of this country.	0
So it wasn't just me who opposed it.	0
It was LULAC, one of the large Latino organizations in this country.	0
It was the AFL-CIO.	0
It was some of the most progressive members of the United States Congress who opposed it for that reason.	0
But we are where we are right now.	0
And where we are right now is we have got to stand up to the Trumps of the world who are trying to divide us up.	0
What we have to do right now is bring our people together and understand that we must provide a path towards citizenship for 11 million undocumented people.	0
Two quick responses.	0
One, with respect to the Central American children, I made it very clear that those children needed to be processed appropriately, but we also had to send a message to families and communities in Central America not to send their children on this dangerous journey in the hands of smugglers.	0
I've also called for the end of family detention, for the end of privately-run detention centers, along with private prisons, which I think are really against the common good and the rule of law.	0
And with respect to the 2007 bill, this was Ted Kennedy's bill.	0
And I think Ted Kennedy had a very clear idea about what needed to be done.	0
And I was proud to stand with him and support it.	0
[ applause ]	0
I'd like...	0
Well, let me just respond.	0
I worked with Ted Kennedy.	0
He was the chairman of my committee.	0
And I loved Ted Kennedy.	0
But on this issue, when you have one of the large Latino organizations in America saying vote no, and you have the AFL-CIO saying vote no, and you have leading progressive Democrats, in fact, voting no, I don't apologize for that vote.	0
But in terms of the children, I don't know to whom you're sending a message.	0
Who are you sending a message to?	0
These are children who are leaving countries and neighborhoods where their lives are at stake.	0
That was the fact.	0
I don't think we use them to send a message.	0
I think we welcome them into this country and do the best we can to help them get their lives together.	0
[ applause ]	0
Well, that just wasn't — that just wasn't the fact, Senator.	0
The fact is that there was a great effort made by the Obama administration and others to really send a clear message, because we knew that so many of these children were being abused, being treated terribly while they tried to get to our border.	0
So we have a disagreement on this.	0
I think now what I've called for is counsel for every child so that no child has to face any kind of process without someone who speaks and advocates for that child so that the right decision hopefully can be made.	0
[ applause ]	0
If you would allow me now to move on, we've been talking about children.	0
I want to talk about seniors.	0
"That takes us to our second Facebook question from Farheen Hakeem, who writes, ""My father"" — she's a 40-year-old woman who works for a nonprofit here in Milwaukee."	0
"And she writes, ""My father gets just $16 in food assistance per month as part of Medicaid's family community program in Milwaukee County for low-income seniors."	0
"How will you as president work to ensure low-income seniors get their basic needs met?"""	0
Start with you, Senator Sanders.	0
OK. You know, you judge a nation not by the number of millionaires and billionaires it has, but by how you treat, we treat, the most vulnerable and fragile people in our nation.	0
And by those standards, we're not doing particularly well.	0
We have the highest rate of childhood poverty among almost any major country on Earth.	0
And in terms of seniors, there are millions of seniors — and I've talked to them in my state of Vermont and all over this country — who are trying to get by on $11,000, $12,000, $13,000 a year Social Security.	0
And you know what?	0
You do the arithmetic.	0
You can't get by on $11,000, $12,000, $13,000 a year.	0
And here's an area where Secretary Clinton and I believe we have a difference.	0
I have long supported the proposition that we should lift the cap on taxable income coming into the Social Security Trust Fund, starting at $250,000.	0
[ applause ]	0
And when we — and when we do that, we don't do what the Republicans want, which is to cut Social Security.	0
We do what the American people want, to expand Social Security by $1,300 a year for people under $16,000, and we extend the life of Social Security for 58 years.	0
Yes, the wealthiest people, the top 1.5 percent, will pay more in taxes.	0
But a great nation like ours should not be in a position where elderly people are cutting their pills in half, where they don't have decent nutrition, where they can't heat their homes in the wintertime.	0
That is not what America should be about.	0
If elected president, I will do everything I can to expand Social Security benefits, not just for seniors, but for disabled veterans, as well.	0
[ applause ]	0
I think — I think it's fair to say we don't have a disagreement.	0
We both believe there has to be more money going into the Social Security system.	0
I've said I'm looking at a couple of different ways, one which you mentioned, Senator, but also trying to expand the existing tax to passive income that wealthy people have so that we do get more revenue into the Social Security Trust Fund.	0
I have a slightly different approach, though, about what we should do with that initially.	0
First, rather than expand benefits for everyone, I do want to take care of low-income seniors who worked at low-wage jobs.	0
I want to take care of women.	0
When the Social Security program was started in the 1930s, not very many women worked.	0
And women have been disadvantaged ever since.	0
They do not get any credit for their care-taking responsibilities.	0
And the people who are often the most hard-hit are widows, because when their spouse dies, they can lose up to one-half of their Social Security monthly payment.	0
So we have no disagreement about the need to buttress Social Security, get more revenue into the program.	0
But I want to start by helping those people who are most at risk, the ones who, yes, are cutting their pills in half, who don't believe they can make the rent, who are worried about what comes next for them.	0
In all due respect...	0
[ applause ]	0
...In all due respect, Secretary Clinton, a lot of the progressive groups, the online groups have really asked you a simple question.	0
Are you coming onboard a proposal?	0
And what is that proposal?	0
Now, the proposal that I have outlined, you know, should be familiar to you, because it is what essentially Barack Obama campaigned on in 2008.	0
You opposed him then.	0
I would hope that you would come onboard and say that this is the simple and straightforward thing to do.	0
We're asking the top 1.5 percent, including passive income, to start paying a little bit more so that the elderly and disabled vets in this country can live with security and dignity.	0
I hope you will make a decision soon on this.	0
Well, Senator, look, I think we're in vigorous agreement here.	0
We both want to get more revenue in.	0
I have yet to see a proposal that you're describing that the — raising the cap would apply to passive income.	0
That has not been...	0
That's my bill.	0
Check it out.	0
Well, that has not been a part of most of the proposals that I've seen.	0
I'm interested in making sure we get the maximum amount of revenue from those who can well afford to provide it.	0
So I'm going to come up with the best way forward.	0
We're going to end up in the same place.	0
We're going to get more revenue.	0
I'm going to prioritize those recipients who need the most help first.	0
[ applause ]	0
We're going to move on.	0
Secretary Clinton, your campaign has recently ramped up criticism of Senator Sanders for attending Democratic Party fundraisers from which you say he benefited.	0
But nearly half of your financial sector donations appear to come from just two wealthy financiers, George Soros and Donald Sussman, for a total of about $10 million.	0
You have said that there's no quid pro quo involved.	0
Is that also true of the donations that wealthy Republicans give to Republican candidates, contributors including the Koch Brothers?	0
I can't speak for the Koch Brothers, you're referring to a Super PAC that we don't coordinate with, that was set up to support President Obama, that has now decided that they want to support me.	0
They are the ones who should respond to any questions.	0
Let's talk about our campaigns.	0
I'm very proud of the fact that we have more than 750 thousand donors, and the vast majority of them are giving small contributions.	0
So, I'm proud of Senator Sanders, and his supporters.	0
I think it's great that Senator Sanders, President Obama and I have more donors than any three people who have every run, certainly on the Democratic side.	0
That's the way it should be, and I'm going to continue to reach out to thank all my online contributors for everything they are doing for me, to encourage them and help me do more just as Senator Sanders is.	0
I think that is the real key here.	0
We both have a lot of small donors.	0
I think that sets us apart from a lot of what's happening right now on the Republican side.	0
The Koch Brothers have a very clear political agenda.	0
It is an agenda, in my view, that would do great harm to our country.	0
We're going to fight it as hard as we can, and we're going to fight whoever the Republicans nominate who will depend on the Koch Brothers, and others.	0
[ applause ]	0
I'm asking if Democratic donors are different than Republican donors.	0
What we are talking about in reality is a corrupt campaign finance system, that's what we're talking about.	0
We have to be honest about it.	0
It is undermining American democracy.	0
When extraordinarily wealthy people make very large contributions to Super PACs, and in many cases in this campaign, Super PACs have raised more money than individual candidates have, OK?	0
We had a decision to make early on, do we do a Super PAC?	0
And, we said no.	0
We don't represent Wall Street, we don't represent the billionaire class, so it ends up I'm the only candidate up here of the many candidates who has no Super PAC.	0
But, what we did is we said to the working families of this country, look, we know things are tough, but if you want to help us go beyond establishment politics, and establishment economics, send us something.	0
And, it turns out that up until — and this has blown me away, never in a million years would I have believed that I would be standing here tonight telling you that we have received three and a half million individual contributions from well over a million people.	0
Now, Secretary Clinton's Super PAC, as I understand it, received $25 million dollars last reporting period, $15 million dollars from Wall Street.	0
Our average contribution is $27 dollars, I'm very proud of that.	0
[ applause ]	0
Senator Sanders, are you saying...	0
We are mixing apples and oranges.	0
My 750,000 donors have contributed more than a million and a half donations.	0
I'm very proud.	0
That, I think, between the two of us demonstrates the strength of the support we have among people who want to see change in our country.	0
But, the real issue, I think, that the Senator is injecting into this is that if you had a Super PAC, like President Obama has, which now says it wants to support me.	0
It's not my PAC.	0
If you take donations from Wall Street, you can't be independent.	0
I would just say, I debated then Senator Obama numerous times on stages like this, and he was the recipient of the largest number of Wall Street donations of anybody running on the Democratic side ever.	0
Now, when it mattered, he stood up and took on Wall Street.	0
He pushed through, and he passed the Dodd-Frank regulation, the toughest regulations since the 1930's.	0
So, let's not in anyway imply here that either President Obama or myself, would in anyway not take on any vested interested, whether it's Wall Street, or drug companies, or insurance companies, or frankly, the gun lobby to stand up to do what's best for the American people.	0
[ applause ]	0
The people aren't dumb.	0
Why in God's name does Wall Street...	0
[ applause ]	0
But let's not — but let's not — let's not insult — let's not insult the intelligence of the American people.	0
People aren't dumb.	0
Why in God's name does Wall Street make huge campaign contributions?	0
I guess just for the fun of it; they want to throw money around.	0
[ laughter ]	0
Why does the pharmaceutical industry make huge campaign contributions?	0
Any connection maybe to the fact that our people pay the highest prices in the world for prescription drugs?	0
Why does the fossil fuel industry pay — spend huge amounts of money on campaign contributions?	0
Any connection to the fact that not one Republican candidate for president thinks and agrees with the scientific community that climate change is real and that we have got to transform our energy system?	0
[ applause ]	0
And when we talk about Wall Street, let's talk about Wall Street.	0
I voted for Dodd-Frank, got an important amendment in it.	0
In my view, it doesn't go anywhere near far enough.	0
But when we talk about Wall Street, you have Wall Street and major banks have paid $200 billion in fines since the great crash.	0
No Wall Street executive has been prosecuted.	0
[ applause ]	0
Well, let's just — let's just follow up on this, because, you know, I've made it very clear that no bank is too big to fail, no executive too powerful to jail, and because of Dodd-Frank, we now have in law a process that the president, the Federal Reserve, and others can use if any bank poses a systemic risk.	0
I think that's a major accomplishment.	0
I agree, however, it doesn't go far enough, because what it focuses on are the big banks, which Senator Sanders has talked about a lot, for good reason.	0
I go further in the plan that I've proposed, which has been called the toughest, most effective, comprehensive plan for reining in the other risks that the financial system could face.	0
It was an investment bank, Lehman Brothers, that contributed to our collapse.	0
It was a big insurance company, AIG.	0
It was Countrywide Mortgage.	0
My plan would sweep all of them into a regulatory framework so we can try to get ahead of what the next problems might be.	0
And I believe that not only Barney Frank, Paul Krugman, and others, have said that what I have proposed is the most effective.	0
It goes in the right direction.	0
We have Dodd-Frank.	0
We can use it to break up the banks, if that's appropriate.	0
But let's not kid ourselves.	0
As we speak, there are new problems on the horizon.	0
I want to get ahead of those, and that's why I've proposed a much more comprehensive approach to deal with all of these...[	0
crosstalk ]	0
[ applause ]	0
We have to go to a break.	0
We...	0
Let me, you know, again, respectfully disagree with Secretary Clinton here.	0
When you have three out of the four largest financial institutions in this country bigger today than they were when we bailed them out because they were too big to fail, when you have six financial institutions having assets equivalent to 58 percent of the GDP of America, while issuing two-thirds of the credit cards and a third of the mortgages, look, I think if Teddy Roosevelt were alive today, that great trust-buster would have said break them up.	0
I think he would have been right.	0
I think he would have said bring back a 21st-century Glass-Steagall legislation.	0
I think that would have been right, as well.	0
That's my view.	0
[ applause ]	0
All right.	0
Thank you both.	0
It is time for a break.	0
And when we come back, we're going to turn to some new topics, including how these candidates will keep America safe.	0
There's a lot more to come in just a few minutes.	0
Stay with us for more of the PBS NewsHour Democratic Debate.	0
[ commercial break ]	0
Welcome back to the Democratic presidential debate.	0
Before we return to our questions, we have a follow-up question from our Facebook group.	0
And it is to Senator Sanders.	0
Senator, it comes from Bill Corfield.	0
He is a 55-year-old musician from Troy, Ohio.	0
"And he asks: ""Are there any areas of government you would like to reduce?"""	0
Hey, I'm in the United States Senate, and anyone who doesn't think that there is an enormous amount of waste and inefficiency and bureaucracy throughout government would be very, very mistaken.	0
I believe in government, but I believe in efficient government, not wasteful government.	0
How about you, Senator Clinton — Secretary Clinton?	0
Absolutely.	0
And, you know, there are a number of programs that I think are duplicative and redundant and not producing the results that people deserve.	0
There are a lot of training programs and education programs that I think can be streamlined and put into a much better format so that if we do continue them they can be more useful, in public schools, community colleges, and colleges and universities.	0
I would like to take a hard look at every part of the federal government and really do the kind of analysis that would rebuild some confidence in people that we're taking a hard look about what we have, you know, and what we don't need anymore.	0
And that's what I intend to do.	0
If I could just answer that, we have also got to take a look at the waste and inefficiencies in the Department of Defense, which is the one major agency of government that has not been able to be audited.	0
And I have the feeling you're going to find a lot of cost overruns there and a lot of waste and duplicative activities.	0
[ applause ]	0
We spent the first part of this debate talking about domestic insecurity.	0
The second part, we want to talk about our foreign policy insecurities.	0
And we want to start with a question for you, Secretary Clinton, about America's role in the world.	0
Americans are becoming increasingly worried that attacks abroad are coming home, that they already are, in fact, here.	0
According to exit polls from last week, from earlier this week, more than two-thirds of Democrats in New Hampshire are concerned about sending their children to fight in wars they can't win.	0
They fret that the next attack is just around the corner and we are not ready.	0
Are we?	0
Look, I think we are readier than we used to be, but it's a constant effort that has to be undertaken to make sure we are as ready as we need to be.	0
We have made a lot of improvements in our domestic security since 9/11, and we have been able to foil and prevent attacks, yet we see the terrible attack in San Bernardino and know that we haven't done enough.	0
So we have to go after this both abroad and at home.	0
We have to go after terrorist networks, predominantly ISIS — that's not the only one, but let's focus on that for a minute.	0
We have to lead a coalition that will take back territory from ISIS.	0
That is principally an American-led air campaign that we are now engaged in.	0
We have to support the fighters on the ground, principally the Arabs and the Kurds who are willing to stand up and take territory back from Raqqa to Ramadi.	0
We have to continue to work with the Iraqi army so that they are better prepared to advance on some of the other strongholds inside Iraq, like Mosul, when they are able to do so.	0
And we have to cut off the flow of foreign funding and foreign fighters.	0
And we have to take on ISIS online.	0
They are a sophisticated purveyor of propaganda, a celebrator of violence, an instigator of attacks using their online presence.	0
Here at home, we've got to do a better job coordinating between federal, state, and local law enforcement.	0
We need the best possible intelligence not only from our own sources, but from sources overseas, that can be a real-time fusion effort to get information where it's needed.	0
But the final thing I want to say about this is the following.	0
You know, after 9/11, one of the efforts that we did in New York was if you see something or hear something suspicious, report it.	0
And we need to do that throughout the country.	0
But we need to understand that American Muslims are on the front line of our defense.	0
They are more likely to know what's happening in their families and their communities, and they need to feel not just invited, but welcomed within the American society.	0
So when somebody like Donald Trump and others...	0
[ applause ]	0
...stirs up the demagoguery against American Muslims, that hurts us at home.	0
It's not only offensive; it's dangerous.	0
And the same goes for overseas, where we have to put together a coalition of Muslim nations.	0
I know how to do that.	0
I put together the coalition that imposed the sanctions on Iran that got us to the negotiating table to put a lid on their nuclear weapons program.	0
[ applause ]	0
And you don't go tell Muslim nations you want them to be part of a coalition when you have a leading candidate for president of the United States who insults their religion.	0
So this has to be looked at overall, and we have to go at it from every possible angle.	0
Senator Sanders...	0
Let me — let me just say this.	0
What a President of the United States has got to do and what is his or her major, I think, responsibility is to, a, make certain that we keep our people safe, that we work with allies around the world to protect democratic values, that we do all that we can to create a world of peace and prosperity.	0
I voted against the war in Iraq because I listened very carefully to what President Bush and Vice President Cheney had to say and I didn't believe them.	0
And if you go to my Web site,berniesanders.com, what you find is not only going to help lead the opposition to that war, but much of what I feared would happen when I spoke on the floor of the House, in fact, did happen in terms of the instability that occurred.	0
Now I think an area in kind of a vague way, or not so vague, where Secretary Clinton and I disagree is the area of regime change.	0
Look, the truth is that a powerful nation like the United States, certainly working with our allies, we can overthrow dictators all over the world.	0
And God only knows Saddam Hussein was a brutal dictator.	0
We could overthrow Assad tomorrow if we wanted to.	0
We got rid of Gadhafi.	0
But the point about foreign policy is not just to know that you can overthrow a terrible dictator, it's to understand what happens the day after.	0
And in Libya, for example, the United States, Secretary Clinton, as secretary of state, working with some other countries, did get rid of a terrible dictator named Gadhafi.	0
But what happened is a political vacuum developed.	0
ISIS came in, and now occupies significant territory in Libya, and is now prepared, unless we stop them, to have a terrorist foothold.	0
But this is nothing new.	0
This has gone on 50 or 60 years where the United States has been involved in overthrowing governments.	0
Mossadegh back in 1953.	0
Nobody knows who Mossadegh was, democratically-elected prime minister of Iran.	0
He was overthrown by British and American interests because he threatened oil interests of the British.	0
And as a result of that, the shah of Iran came in, terrible dictator.	0
The result of that, you had the Iranian Revolution coming in, and that is where we are today.	0
Unintended consequences.	0
So I believe as president I will look very carefully about unintended consequences.	0
I will do everything I can to make certain that the United States and our brave men and women in the military do not get bogged down in perpetual warfare in the Middle East.	0
[ applause ]	0
If I could just respond.	0
Two points.	0
One, Senator Sanders voted in 1998 on what I think is fair to call a regime change resolution with respect to Iraq, calling for the end of Saddam Hussein's regime.	0
He voted in favor of regime change with Libya, voted in favor of the Security Council being an active participate in setting the parameters for what we would do, which of course we followed through on.	0
I do not believe a vote in 2002 is a plan to defeat ISIS in 2016.	0
It's very important we focus on the threats we face today, and that we understand the complicated and dangerous world we are in.	0
When people go to vote in primaries or caucuses, they are voting not only for the president, they are voting for the commander-in-chief.	0
And it's important that people really look hard at what the threats and dangers we face are, and who is best prepared for dealing with them.	0
As we all remember, Senator Obama, when he ran against me, was against the war in Iraq.	0
And yet when he won, he turned to me, trusting my judgment, my experience, to become secretary of state.	0
I was very honored to be asked to do that and very honored to serve with him those first four years.	0
[ applause ]	0
Judy, if I can, there is no question, Secretary Clinton and I are friends, and I have a lot of respect for her, that she has enormous experience in foreign affairs.	0
Secretary of state for four years.	0
You've got a bit of experience, I would imagine.	0
But judgment matters as well.	0
Judgment matters as well.	0
And she and I looked at the same evidence coming from the Bush administration regarding Iraq.	0
I lead the opposition against it.	0
She voted for it.	0
But more importantly, in terms of this Libya resolution that you have noted before, this was a virtually unanimous consent.	0
Everybody voted for it wanting to see Libya move toward democracy, of course we all wanted to do that.	0
That is very different than talking about specific action for regime change, which I did not support.	0
You did support a U.N. Security Council approach, which we did follow up on.	0
And, look, I think it's important to look at what the most important counterterrorism judgment of the first four years of the Obama administration was, and that was the very difficult decision as to whether or not to advise the president to go after bin Laden.	0
I looked at the evidence.	0
I looked at the intelligence.	0
I got the briefings.	0
I recommended that the president go forward.	0
It was a hard choice.	0
Not all of his top national security advisors agreed with that.	0
And at the end of the day, it was the president's decision.	0
So he had to leave the Situation Room after hearing from the small group advising him and he had to make that decision.	0
I'm proud that I gave him that advice.	0
And I'm very grateful to the brave Navy SEALs who carried out that mission.	0
[ applause ]	0
Judy, one area very briefly...	0
Just a final word.	0
Where the secretary and I have a very profound difference, in the last debate — and I believe in her book — very good book, by the way — in her book and in this last debate, she talked about getting the approval or the support or the mentoring of Henry Kissinger.	0
Now, I find it rather amazing, because I happen to believe that Henry Kissinger was one of the most destructive secretaries of state in the modern history of this country.	0
[ applause ]	0
I am proud to say that Henry Kissinger is not my friend.	0
I will not take advice from Henry Kissinger.	0
And in fact, Kissinger's actions in Cambodia, when the United States bombed that country, overthrew Prince Sihanouk, created the instability for Pol Pot and the Khmer Rouge to come in, who then butchered some 3 million innocent people, one of the worst genocides in the history of the world.	0
So count me in as somebody who will not be listening to Henry Kissinger.	0
[ applause ]	0
Secretary Clinton?	0
Well, I know journalists have asked who you do listen to on foreign policy, and we have yet to know who that is.	0
Well, it ain't Henry Kissinger.	0
That's for sure.	0
That's fine.	0
That's fine.	0
[ laughter ]	0
You know, I listen to a wide variety of voices that have expertise in various areas.	0
I think it is fair to say, whatever the complaints that you want to make about him are, that with respect to China, one of the most challenging relationships we have, his opening up China and his ongoing relationships with the leaders of China is an incredibly useful relationship for the United States of America.	0
[ applause ]	0
So if we want to pick and choose — and I certainly do — people I listen to, people I don't listen to, people I listen to for certain areas, then I think we have to be fair and look at the entire world, because it's a big, complicated world out there.	0
It is.	0
And, yes, people we may disagree with on a number of things may have some insight, may have some relationships that are important for the president to understand in order to best protect the United States.	0
[ applause ]	0
I find — I mean, it's just a very different, you know, historical perspective here.	0
Kissinger was one of those people during the Vietnam era who talked about the domino theory.	0
Not everybody remembers that.	0
You do.	0
I do.	0
The domino theory, you know, if Vietnam goes, China, da, da, da, da, da, da, da.	0
That's what he talked about, the great threat of China.	0
And then, after the war, this is the guy who, in fact, yes, you're right, he opened up relations with China, and now pushed various type of trade agreements, resulting in American workers losing their jobs as corporations moved to China.	0
The terrible, authoritarian, Communist dictatorship he warned us about, now he's urging companies to shut down and move to China.	0
Not my kind of guy.	0
[ applause ]	0
Senator, let me — let me move on to another country with which the U.S. has a complicated relationship, Senator Sanders, and that's Russia.	0
On the one hand, we're aware that Russia is a country that the United States needs to cooperate with.	0
Just tonight, Secretary of State John Kerry has announced what appears to be an agreement with the Russians to lead — that could lead toward a ceasefire in Syria, would be the first cessation of conflict in that country, in that civil war in five years, but it comes at a very high price, because not only have all — have we seen the deaths, the removal of so many people, millions of people, we now see the Russians in the last few weeks have bombed in a way that benefits President Assad, has not gone after ISIS.	0
So my question to you is, when it comes to dealing with Russia, are you prepared — how hard are you prepared to be?	0
Are you prepared to institute further economic sanctions?	0
Would you be prepared to move militarily if Russia moves on Eastern Europe?	0
It seems to me that Russia recently has gotten the better of the United States.	0
Well, this is what I would say.	0
It is a complicated relationship.	0
I congratulate Secretary of State John Kerry and the president for working on this agreement.	0
As you've indicated, what is happening in Syria, the number of people, the hundreds of thousands of people who have been killed — men, women, 20,000 children, the people who are forced to flee their own country — their own country — it is unspeakable.	0
It is a real horror.	0
Now, what I think is that right now we have got to do our best in developing positive relations with Russia.	0
But let's be clear: Russia's aggressive actions in the Crimea and in Ukraine have brought about a situation where President Obama and NATO — correctly, I believe — are saying, you know what, we're going to have to beef up our troop level in that part of the world to tell Putin that his aggressiveness is not going to go unmatched, that he is not going to get away with aggressive action.	0
I happen to believe that Putin is doing what he is doing because his economy is increasingly in shambles and he's trying to rally his people in support of him.	0
But bottom line is: The president is right.	0
We have to put more money.	0
We have to work with NATO to protect Eastern Europe against any kind of Russian aggression.	0
Well, with respect to Syria, I really do appreciate the efforts that Secretary Kerry has made.	0
The agreement on humanitarian relief now needs to be implemented, because there are enclaves that are literally filled with starving people throughout Syria.	0
The agreement on a cease-fire, though, is something that has to be implemented more quickly than the schedule that the Russians agreed to.	0
You know, the Russians wanted to buy time.	0
Are they buying time to continue their bombardment on behalf of the Assad regime to further decimate what's left of the opposition, which would be a grave disservice to any kind of eventual cease-fire?	0
So I know Secretary Kerry is working extremely hard to try to move that cease-fire up as quickly as possible.	0
But I would add this.	0
You know, the Security Council finally got around to adopting a resolution.	0
At the core of that resolution is an agreement I negotiated in June of 2012 in Geneva, which set forth a cease-fire and moving toward a political resolution, trying to bring the parties at stake in Syria together.	0
This is incredibly complicated, because we've got Iran as a big player, in addition to Russia.	0
We have Saudi Arabia, Turkey, and others who have very important interests in their view.	0
This is one of the areas I've disagreed with Senator Sanders on, who has called for Iranian troops trying to end civil war in Syria, which I think would be a grave mistake.	0
Putting Iranian troops right on the border of the Golan right next to Israel would be a nonstarter for me.	0
Trying to get Iran and Saudi Arabia to work together, as he has suggested in the past, is equally a nonstarter.	0
So let's support what Secretary Kerry and the president are doing, but let's hope that we can accelerate the cease-fire, because I fear that the Russians will continue their bombing, try to do everything they can to destroy what's left of the opposition.	0
And remember, the Russians have not gone after ISIS or any of the other terrorist groups.	0
So as we get a cease-fire and maybe some humanitarian corridors, that still leaves the terrorist groups on the doorstep of others in Syria, Turkey, Lebanon, Jordan, and the like.	0
So we've got some real work to do, and let's try to make sure we actually implement what has been agreed to with the Russians.	0
[ applause ]	0
Let me just — just say this.	0
For a start, the secretary and I disagree — and I think the president does not agree with her — in terms of the concept of a no-fly zone in Syria.	0
I think you do have a humanitarian tragedy there, as I mentioned a moment ago.	0
I applaud Secretary Kerry and the president for trying to put together this agreement.	0
Let's hope that it holds.	0
But furthermore, what we have got to do, I'm sorry, yes, I do believe that we have got to do everything that we can, and it will not happen tomorrow.	0
But I do hope that in years to come, just as occurred with Cuba, 10, 20 years ago, people would say, reach normalized relations with Cuba.	0
And by the way, I hope we can end the trade embargo with Cuba as well.	0
But the idea that we some day maybe have decent relations with Iran, maybe put pressure on them so they end their support for terrorism around the world, yes, that is something I want to achieve.	0
And I believe that the best way to do that is to be aggressive, to be principled, but to have the goal of trying to improve relations.	0
That's how you make peace in the world.	0
You sit down and you work with people, you make demands of people, in this case demanding Iran stop the support of international terrorism.	0
[ applause ]	0
Well, I respectfully disagree.	0
I think we have achieved a great deal with the Iranian nuclear agreement to put a lid on the Iranian nuclear weapons program.	0
That has to be enforced absolutely with consequences for Iran at the slightest deviation from their requirements under the agreement.	0
I do not think we should promise or even look toward normalizing relations because we have a lot of other business to get done with Iran.	0
Yes, they have to stop being the main state sponsor of terrorism.	0
Yes, they have to stop trying to destabilize the Middle East, causing even more chaos.	0
Yes, they've got to get out of Syria.	0
They've got to quit sponsoring Hezbollah and Hamas.	0
They have got to quit trying to ship rockets into Gaza that can be used against Israel.	0
We have a lot of work to do with Iran before we ever say that they could move toward normalized relations with us.	0
[ applause ]	0
We have a lot of work to do.	0
We have a lot of work to do.	0
But I recall when Secretary Clinton ran against then-Senator Obama, she was critical of him for suggesting that maybe you want to talk to Iran, that you want to talk to our enemies.	0
I have no illusion.	0
Of course you are right.	0
Iran is sponsoring terrorism in many parts of the world, destabilizing areas.	0
Everybody knows that.	0
But our goal is, in fact, to try over a period of time to, in fact, deal with our enemies, not just ignore that reality.	0
[ crosstalk ]	0
...	0
Senator Sanders, from a debate in 2008, quote what I said.	0
The question was, would you meet with an adversary without conditions?	0
I said no.	0
And in fact, in Obama administration, we did not meet with anybody without conditions.	0
That is the appropriate approach in order to get the results that you are seeking.	0
[ applause ]	0
No, I think the idea was that president — then-Senator Obama was wrong for suggesting that it is a good idea to talk to your opponents.	0
It's easier to talk to your friends.	0
It's harder to talk to your enemies.	0
I think we should do both.	0
[ applause ]	0
Let me move on.	0
You have both mentioned the humanitarian tragedies which have been an outgrowth in part of what has happened in Syria and in Libya.	0
More than a million refugees entered Europe in 2015.	0
Another 76,000 just last month, that is about 2,000 arrivals every day.	0
Nearly 400 people have been lost at sea so far this year, crossing the Mediterranean.	0
And there are reports that 10,000 children are missing.	0
If we are leaders in this world, where should the U.S. be on this?	0
What should the United States be doing, Secretary Clinton?	0
Well, I was pleased that NATO announced just this week that they're going to start doing patrols in the Mediterranean, in the Aegean, to try to interdict the smugglers, to try to prevent the kind of tragedies that we have seen all too often, also to try to prevent more refugees from coming to the European Union.	0
And it's especially significant that they are working with both Turkey and Greece in order to do this.	0
With respect to the United States, I think our role in NATO, our support for the E.U., as well as our willingness to take refugees so long as they are thoroughly vetted and that we have confidence from intelligence and other sources that they can come to our country, we should be doing our part.	0
And we should back up the recent donors conference to make sure we have made our contribution to try to deal with the enormous cost that these refugees are posing to Turkey and to members of the E.U.	0
in particular.	0
This is a humanitarian catastrophe.	0
There is no other description of it.	0
So we do as the United States have to support our friends, our allies in Europe.	0
We have to stand with them.	0
We have to provide financial support to them.	0
We have to provide the NATO support to back up the mission that is going on.	0
