line_number,speaker,text,label,file_name
1313,TRUMP,"As soon as the audit is done, I love it.",0,20160226_10_gop.tsv
1314,HEWITT,"So, Senator Rubio, Mitt Romney also called upon to you release your tax returns.",0,20160226_10_gop.tsv
1315,HEWITT,Your campaign said last spring that you would release your returns that you had not previously released.,0,20160226_10_gop.tsv
1316,HEWITT,"And you said, coming out any day momentarily.",0,20160226_10_gop.tsv
1317,HEWITT,When are we going to see your returns?,0,20160226_10_gop.tsv
1318,RUBIO,"Yes, tomorrow or Saturday, in fact, is our plan to release them.",0,20160226_10_gop.tsv
1319,RUBIO,And there's nothing really that interesting in them.,0,20160226_10_gop.tsv
1320,RUBIO,So I have no problem releasing them.,0,20160226_10_gop.tsv
1321,RUBIO,"And luckily I'm not being audited this year, or last year, for that matter.",0,20160226_10_gop.tsv
1322,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1323,RUBIO,But this is my time.,0,20160226_10_gop.tsv
1324,RUBIO,I want to go back to this question you asked about the debt.,0,20160226_10_gop.tsv
1325,RUBIO,This is an important issue.,0,20160226_10_gop.tsv
1326,RUBIO,"It's a huge issue, OK?",0,20160226_10_gop.tsv
1327,RUBIO,"In less than five years, 83 percent of our entire budget will be made up of Social Security, Medicare, Medicaid, and the interest on the debt.",0,20160226_10_gop.tsv
1328,RUBIO,That means only 17 percent of our budget will be for things like the military or the Department of Education or environmental protection issues.,0,20160226_10_gop.tsv
1329,RUBIO,"You cannot balance our budget unless you deal with that 83 percent, which is why I've been repeatedly talking about since my time running for the Senate in Florida, where there are a lot of people like my mother that depend on Social Security and Medicare, on the need to save those programs, by reforming the way they work for future generations.",0,20160226_10_gop.tsv
1330,RUBIO,"And I think if we -- the longer we take to do this, the closer we are going to get to a debt crisis.",0,20160226_10_gop.tsv
1331,RUBIO,"And, Wolf, you did not get an answer to your question.",0,20160226_10_gop.tsv
1332,RUBIO,This debt issue is -- the next president of the United States will not be able to serve four to eight years without dealing with the national debt.,0,20160226_10_gop.tsv
1333,RUBIO,"It is not a question of if, it is a question of when we have a debt crisis.",0,20160226_10_gop.tsv
1334,RUBIO,And we should not leave the stage here tonight without hearing a serious answer from every single one of us about how we are going to deal bring the national debt under control once and for all.,0,20160226_10_gop.tsv
1335,HEWITT,"Thank you, Senator Rubio.",0,20160226_10_gop.tsv
1336,HEWITT,But I am...,0,20160226_10_gop.tsv
1337,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1338,HEWITT,I'm being fair to all of the candidates.,0,20160226_10_gop.tsv
1339,HEWITT,"Senator Cruz, Tuesday is five days away.",0,20160226_10_gop.tsv
1340,HEWITT,"Why haven't voters seen your 2012, 2013, and 2014 returns?",0,20160226_10_gop.tsv
1341,CRUZ,"So, I've released five years of tax returns already.",0,20160226_10_gop.tsv
1342,CRUZ,We will have two more years available tomorrow.,0,20160226_10_gop.tsv
1343,CRUZ,"And I would note that this question really goes -- you know, Donald says he's being audited.",0,20160226_10_gop.tsv
1344,CRUZ,"Well, I would think that would underscore the need to release those returns.",0,20160226_10_gop.tsv
1345,CRUZ,"If he has said something that was false and that an audit is going to find was fraudulent, the voters need to know.",0,20160226_10_gop.tsv
1346,CRUZ,"And listen, people across this country, we recognize our country is in crisis.",0,20160226_10_gop.tsv
1347,CRUZ,"The most important question is how do we win the general election in November, 2016.",0,20160226_10_gop.tsv
1348,CRUZ,And roughly 65 percent of Republicans think Donald is not the right candidate to go against Hillary Clinton.,0,20160226_10_gop.tsv
1349,CRUZ,"Now, part of the reason in the last 10 polls...",0,20160226_10_gop.tsv
1350,TRUMP,"Eighty-five percent say you, big difference.",0,20160226_10_gop.tsv
1351,CRUZ,... RealClearPolitics he has lost to Hillary on eight of them.,1,20160226_10_gop.tsv
1352,CRUZ,"In the last 10 polls on RealClearPolitics, I either tied or beat Hillary.",1,20160226_10_gop.tsv
1353,CRUZ,And this is an example.,0,20160226_10_gop.tsv
1354,CRUZ,"You know, the mainstream media is laying off Donald now.",0,20160226_10_gop.tsv
1355,CRUZ,They're going to pick apart his taxes.,0,20160226_10_gop.tsv
1356,CRUZ,They're going to pick apart his business deals.,0,20160226_10_gop.tsv
1357,CRUZ,"And let's take, for example, one of Hillary's great vulnerabilities, the corruption at the Clinton Foundation, the fact that she had CEOs and foreign companies giving her money while she was secretary of state.",0,20160226_10_gop.tsv
1358,CRUZ,The next Republican nominee needs to be able to make that case against Hillary.,0,20160226_10_gop.tsv
1359,CRUZ,"And if Donald tried to did it, Hillary would turn to Donald and say, ""but gosh, Donald, you gave $100,000 to the Clinton foundation. I even went to your wedding.""",0,20160226_10_gop.tsv
1360,CRUZ,"He can't prosecute the case against Hillary, and we can't risk another four years of these failed Obama policies by nominating someone who loses to Hillary Clinton in November.",0,20160226_10_gop.tsv
1361,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1362,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1363,TRUMP,"So at the beginning, I said openly to everybody that I contribute to many, many politicians, both Republican and Democrat.",0,20160226_10_gop.tsv
1364,TRUMP,"And I have, over the years.",0,20160226_10_gop.tsv
1365,TRUMP,I'm a businessman.,0,20160226_10_gop.tsv
1366,TRUMP,"I have, over the years.",0,20160226_10_gop.tsv
1367,TRUMP,And I sort of have to laugh when Ted makes a big deal out of the fact that he's doing well in the polls.,0,20160226_10_gop.tsv
1368,TRUMP,"Well, I'm beating him in virtually every poll.",0,20160226_10_gop.tsv
1369,TRUMP,"I'm tied in Texas, by the way, which I shouldn't be.",0,20160226_10_gop.tsv
1370,TRUMP,But I think I'll do very well.,0,20160226_10_gop.tsv
1371,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1372,TRUMP,"But a poll just came out -- a Bloomberg poll -- where I am beating him so badly that it's, like, embarrassing even for me to say I'm beating him that badly.",0,20160226_10_gop.tsv
1373,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1374,TRUMP,"And -- and here's the thing -- it was sort of funny -- 65 percent of the people don't like you -- I just got 36 percent of the vote, right?",0,20160226_10_gop.tsv
1375,TRUMP,I just got 46 percent on another one.,0,20160226_10_gop.tsv
1376,TRUMP,I got 38 percent...,0,20160226_10_gop.tsv
1377,SYSTEM,(BELL RINGS),0,20160226_10_gop.tsv
1378,TRUMP,... on another one.,0,20160226_10_gop.tsv
1379,TRUMP,"That means -- and he got 20 and 22, and he lost in South Carolina so badly -- that was going to be his stronghold.",0,20160226_10_gop.tsv
1380,TRUMP,"He said a year ago, ""I can't lose South Carolina.""",0,20160226_10_gop.tsv
1381,TRUMP,I beat him in a landslide.,0,20160226_10_gop.tsv
1382,TRUMP,"Last week in Nevada, I beat him in a landslide, and he sang (ph) about the polls.",0,20160226_10_gop.tsv
1383,TRUMP,"One other thing -- Hillary Clinton -- take a look at USA Today, take a look at the Q poll.",0,20160226_10_gop.tsv
1384,TRUMP,"I beat her, and I beat her badly.",1,20160226_10_gop.tsv
1385,TRUMP,And I -- and I haven't even started at her.,0,20160226_10_gop.tsv
1386,TRUMP,I only had one little interchange...,0,20160226_10_gop.tsv
1387,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1388,TRUMP,"I only had one little interchange, and that was...",0,20160226_10_gop.tsv
1389,SYSTEM,(BELL RINGS),0,20160226_10_gop.tsv
1390,TRUMP,"... four weeks ago, when she said I was sexist.",0,20160226_10_gop.tsv
1391,TRUMP,"And believe me, they had a rough weekend that weekend, between Bill and Hillary.",0,20160226_10_gop.tsv
1392,TRUMP,They had a rough weekend.,0,20160226_10_gop.tsv
1393,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1394,BLITZER,Gentlemen.,0,20160226_10_gop.tsv
1395,BLITZER,Gentlemen.,0,20160226_10_gop.tsv
1396,BLITZER,Gentlemen.,0,20160226_10_gop.tsv
1397,CRUZ,Hold on.,0,20160226_10_gop.tsv
1398,CRUZ,"He -- he attacked me, Wolf.",0,20160226_10_gop.tsv
1399,CRUZ,I get a response.,0,20160226_10_gop.tsv
1400,BLITZER,"I was about to say -- Senator Cruz, respond.",0,20160226_10_gop.tsv
1401,CRUZ,Thank you.,0,20160226_10_gop.tsv
1402,CRUZ,Thank -- thank -- thank you very much.,0,20160226_10_gop.tsv
1403,CRUZ,"You know, it's interesting -- Donald went -- went on -- on an extended tirade about the polls, but he didn't respond to any of the substance.",0,20160226_10_gop.tsv
1404,CRUZ,He has yet to say -- he can release past year's tax returns.,0,20160226_10_gop.tsv
1405,CRUZ,He can do it tomorrow.,0,20160226_10_gop.tsv
1406,CRUZ,"He doesn't want to do it, because presumably there's something in there...",0,20160226_10_gop.tsv
1407,TRUMP,Nothing.,0,20160226_10_gop.tsv
1408,CRUZ,... that is bad.,0,20160226_10_gop.tsv
1409,CRUZ,"If there's nothing, release them tomorrow.",0,20160226_10_gop.tsv
1410,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1411,CRUZ,They're already prepared.,0,20160226_10_gop.tsv
1412,CRUZ,The only reason he's not releasing them...,0,20160226_10_gop.tsv
1413,TRUMP,You -- you don't...,0,20160226_10_gop.tsv
1414,CRUZ,... is because he's afraid that he will get hit.,0,20160226_10_gop.tsv
1415,TRUMP,I'm not afraid (inaudible).,0,20160226_10_gop.tsv
1416,CRUZ,"You know, Marco made reference earlier to the litigation against Trump University.",0,20160226_10_gop.tsv
1417,CRUZ,It's a fraud case.,0,20160226_10_gop.tsv
1418,CRUZ,His lawyers have scheduled the trial for July.,0,20160226_10_gop.tsv
1419,CRUZ,"I want you to think about, if this man is the nominee, having the Republican nominee...",0,20160226_10_gop.tsv
1420,SYSTEM,(BELL RINGS),0,20160226_10_gop.tsv
1421,CRUZ,"... on the stand in court, being cross-examined about whether he committed fraud.",0,20160226_10_gop.tsv
1422,CRUZ,You don't think the mainstream media will go crazy on that?,0,20160226_10_gop.tsv
1423,CRUZ,"And on substance, how do we nominate a candidate who has said Hillary Clinton was the best secretary of state of modern times, who agreed with her on foreign policy, who agrees with Bernie Sanders on health care, who agreed with Barack Obama on the Wall Street bailout?",0,20160226_10_gop.tsv
1424,BLITZER,All right (ph)...,0,20160226_10_gop.tsv
1425,CRUZ,"If -- we've got to win this election, and we can't do it with a candidate who agrees with Hillary Clinton and can't take it to her and beat her on the debate stage and at the polls.",0,20160226_10_gop.tsv
1426,BLITZER,Mr. Trump.,0,20160226_10_gop.tsv
1427,BLITZER,"Mr, -- hold on.",0,20160226_10_gop.tsv
1428,BLITZER,Mr. Trump -- Mr. Trump...,0,20160226_10_gop.tsv
1429,TRUMP,"... first of all, he's talking about the polls.",0,20160226_10_gop.tsv
1430,TRUMP,I'm beating him awfully badly in the polls.,0,20160226_10_gop.tsv
1431,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1432,CRUZ,But you're not beating Hillary.,0,20160226_10_gop.tsv
1433,CRUZ,You're not beating Hillary.,0,20160226_10_gop.tsv
1434,TRUMP,"Well, then, if I can't -- if -- hey, if I can't beat her, you're really going to get killed, aren't you?",0,20160226_10_gop.tsv
1435,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1436,TRUMP,"So -- so let me ask you this, because you're really getting beaten badly.",0,20160226_10_gop.tsv
1437,TRUMP,"I know you're embarrassed -- I know you're embarrassed, but keep fighting -- keep swinging, man (ph).",0,20160226_10_gop.tsv
1438,TRUMP,Swing for the fences.,0,20160226_10_gop.tsv
1439,TRUMP,"Let me just tell you -- let me just tell you, the Trump University case is a civil case.",0,20160226_10_gop.tsv
1440,TRUMP,Not a -- it's a civil case.,0,20160226_10_gop.tsv
1441,TRUMP,It's a case where people want to try and get -- it's a case that is nonsense.,0,20160226_10_gop.tsv
1442,TRUMP,It's something I could have settled many times.,0,20160226_10_gop.tsv
1443,TRUMP,"I could settle it right now for very little money, but I don't want to do it out of principle.",0,20160226_10_gop.tsv
1444,TRUMP,"The people that took the course all signed -- most -- many -- many signed report cards saying it was fantastic, it was wonderful, it was beautiful.",0,20160226_10_gop.tsv
1445,TRUMP,"As -- and believe me, I'll win that case.",0,20160226_10_gop.tsv
1446,TRUMP,That's an easy case.,0,20160226_10_gop.tsv
1447,TRUMP,Civil case.,0,20160226_10_gop.tsv
1448,TRUMP,"Number two, as far as the taxes are concerned, I'm being audited.",0,20160226_10_gop.tsv
1449,TRUMP,"It's a very routine audit, and it's very unfair, because I've been audited for, I think, over 12 years.",0,20160226_10_gop.tsv
1450,TRUMP,"Every year, because of the size of my company, which is very, very large, I'm being audited -- which is a very large company.",0,20160226_10_gop.tsv
1451,SYSTEM,(BELL RINGS),0,20160226_10_gop.tsv
1452,BLITZER,Thank you.,0,20160226_10_gop.tsv
1453,TRUMP,"I'm being audited 12 years in a row, at least.",0,20160226_10_gop.tsv
1454,TRUMP,"Now, until that audit's done, and I don't think anybody would blame me, I'm not giving it...",0,20160226_10_gop.tsv
1455,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1456,CRUZ,... the years you're not being audited?,0,20160226_10_gop.tsv
1457,CRUZ,Will you release those years?,0,20160226_10_gop.tsv
1458,BLITZER,"Gentlemen, gentlemen, thank you.",0,20160226_10_gop.tsv
1459,TRUMP,(inaudible) audited for those years.,0,20160226_10_gop.tsv
1460,CRUZ,Which years?,0,20160226_10_gop.tsv
1461,CRUZ,Which years are you being audited?,0,20160226_10_gop.tsv
1462,BLITZER,Gentlemen...,0,20160226_10_gop.tsv
1463,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1464,BLITZER,... we actually have rules -- we're trying to obey these rules that all of you agreed.,0,20160226_10_gop.tsv
1465,BLITZER,We're going to take a quick break.,0,20160226_10_gop.tsv
1466,BLITZER,We have a lot more -- many more critically important issues to discuss.,0,20160226_10_gop.tsv
1467,BLITZER,Our coverage of this tenth Republican presidential debate from the University of Houston continues in a moment.,0,20160226_10_gop.tsv
1468,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1469,SYSTEM,(COMMERCIAL BREAK),0,20160226_10_gop.tsv
1470,BLITZER,Welcome back to the Republican presidential debate here at the University of Houston.,0,20160226_10_gop.tsv
1471,BLITZER,"Gentlemen, I want to turn our attention right now to key issues involving foreign policy and national security.",0,20160226_10_gop.tsv
1472,BLITZER,"And Mr. Trump, I'll begin with you.",0,20160226_10_gop.tsv
1473,TRUMP,Shocking.,0,20160226_10_gop.tsv
1474,SYSTEM,(LAUGHTER),0,20160226_10_gop.tsv
1475,BLITZER,"You said this about the ongoing conflict between the Israelis and the Palestinians -- I'm quoting you now: ""Let me be sort of a neutral guy. I don't want to say whose fault it is, I don't think it helps.""",0,20160226_10_gop.tsv
1476,TRUMP,Right.,0,20160226_10_gop.tsv
1477,BLITZER,Here's the question.,0,20160226_10_gop.tsv
1478,BLITZER,How do you remain neutral when the U.S. considers Israel to be America's closest ally in the Middle East?,0,20160226_10_gop.tsv
1479,TRUMP,"Well, first of all, I don't think they do under President Obama because I think he's treated Israel horribly, all right?",0,20160226_10_gop.tsv
1480,TRUMP,I think he's treated Israel horribly.,0,20160226_10_gop.tsv
1481,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1482,TRUMP,"I was the grand marshall down 5th Avenue a number of years ago for the Israeli Day Parade, I have very close ties to Israel.",0,20160226_10_gop.tsv
1483,TRUMP,I've received the Tree of Life Award and many of the greatest awards given by Israel.,0,20160226_10_gop.tsv
1484,TRUMP,"As president, however, there's nothing that I would rather do to bring peace to Israel and its neighbors generally.",0,20160226_10_gop.tsv
1485,TRUMP,And I think it serves no purpose to say that you have a good guy and a bad guy.,0,20160226_10_gop.tsv
1486,TRUMP,"Now, I may not be successful in doing it.",0,20160226_10_gop.tsv
1487,TRUMP,It's probably the toughest negotiation anywhere in the world of any kind.,0,20160226_10_gop.tsv
1488,TRUMP,OK?,0,20160226_10_gop.tsv
1489,TRUMP,"But it doesn't help if I start saying, ""I am very pro-Israel, very pro, more than anybody on this stage.""",0,20160226_10_gop.tsv
1490,TRUMP,"But it doesn't do any good to start demeaning the neighbors, because I would love to do something with regard to negotiating peace, finally, for Israel and for their neighbors.",0,20160226_10_gop.tsv
1491,TRUMP,"And I can't do that as well -- as a negotiator, I cannot do that as well if I'm taking big, big sides.",0,20160226_10_gop.tsv
1492,TRUMP,"With that being said, I am totally pro-Israel.",0,20160226_10_gop.tsv
1493,BLITZER,Senator Cruz?,0,20160226_10_gop.tsv
1494,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1495,CRUZ,"Well, this is another area on which Donald agrees with Hillary Clinton and on which I disagree with them both strongly.",0,20160226_10_gop.tsv
1496,CRUZ,"Both Donald and Hillary Clinton want to be neutral, to use Donald's word, between Israel and the Palestinians.",0,20160226_10_gop.tsv
1497,CRUZ,Let me be clear.,0,20160226_10_gop.tsv
1498,CRUZ,"If I'm president, America will stand unapologetically with the nation of Israel.",0,20160226_10_gop.tsv
1499,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1500,CRUZ,And the notion of neutrality is based upon the left buying into this moral relativism that is often pitched in the media.,0,20160226_10_gop.tsv
1501,CRUZ,"Listen, it is not equivalent.",0,20160226_10_gop.tsv
1502,CRUZ,"When you have terrorist strapping dynamite around their chest, exploding and murdering innocent women and children, they are not equivalent to the IDF officers protecting Israel.",0,20160226_10_gop.tsv
1503,CRUZ,And I will not pretend that they are.,0,20160226_10_gop.tsv
1504,CRUZ,"Just today, Iran announced they're going to pay $7,000 to each suicide bomber.",0,20160226_10_gop.tsv
1505,CRUZ,"And I would note, missing from Donald's answer was anything he has done in his nearly 70 years of living defending Israel.",0,20160226_10_gop.tsv
1506,CRUZ,"I have over and over again led the fight to defend Israel, to fight for Israel.",0,20160226_10_gop.tsv
1507,CRUZ,"And this -- if you want to know who will stand with Israel, we ought to start with who has stood with Israel when the heat was on.",0,20160226_10_gop.tsv
1508,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1509,BLITZER,Mr. Trump?,0,20160226_10_gop.tsv
1510,TRUMP,"Well, I can only say -- look, I can only say I've been a big contributor to Israel over the years.",0,20160226_10_gop.tsv
1511,TRUMP,"I've received many, many awards from Israel, as I've said before.",0,20160226_10_gop.tsv
1512,TRUMP,I have a great relationship with Israel.,0,20160226_10_gop.tsv
1513,TRUMP,And I'm going to keep it that way.,0,20160226_10_gop.tsv
1514,TRUMP,"And if I could bring peace, that would be a fantastic thing.",0,20160226_10_gop.tsv
1515,TRUMP,It would be one of my greatest achievements as president.,0,20160226_10_gop.tsv
1516,BLITZER,"Governor Kasich, I want you to weigh in.",0,20160226_10_gop.tsv
1517,KASICH,"Well, I mean, well, I was in Congress for 18 years on the Defense Committee.",0,20160226_10_gop.tsv
1518,KASICH,"And then, you know, after 9/11, the secretary of defense called me in to help out with some things.",0,20160226_10_gop.tsv
1519,KASICH,And I've been a supporter of Israel -- a strong supporter of Israel longer than anybody on this stage.,0,20160226_10_gop.tsv
1520,KASICH,"I didn't give as much money as Donald gave, but I've been standing with the Israelis for a very long time.",0,20160226_10_gop.tsv
1521,KASICH,"And frankly, I think the problem we have in foreign policy right now, Wolf, is that we are not certain with who we stand with.",0,20160226_10_gop.tsv
1522,KASICH,"Our allies are not sure what to make of us, and our enemies are moving.",0,20160226_10_gop.tsv
1523,KASICH,And one -- are moving because they're not sure what we will do.,0,20160226_10_gop.tsv
1524,KASICH,It's a very interesting development here within the 24 hours.,0,20160226_10_gop.tsv
1525,KASICH,We said to the South Koreans that we would give them the high altitude defense system.,0,20160226_10_gop.tsv
1526,KASICH,"It really rattled the Chinese, and for the first time since we took positive action, the Chinese are beginning to take action against North Korea.",0,20160226_10_gop.tsv
1527,KASICH,"When we stand firm and we let the world know who we're with, who we stand for, and we bring our allies together, that is the road forward.",0,20160226_10_gop.tsv
1528,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1529,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1530,BLITZER,We're going to get to North Korea in a moment.,0,20160226_10_gop.tsv
1531,BLITZER,"But Senator Rubio, what's wrong with the U.S. being an honest broker in a negotiation, as Mr. Trump is proposing?",0,20160226_10_gop.tsv
1532,RUBIO,Because -- and I don't know if Donald realizes this.,0,20160226_10_gop.tsv
1533,RUBIO,I'm sure it's not his intent perhaps.,0,20160226_10_gop.tsv
1534,RUBIO,But the position you've taken is an anti-Israel position.,0,20160226_10_gop.tsv
1535,RUBIO,And here's why.,0,20160226_10_gop.tsv
1536,RUBIO,Because you cannot be an honest broker in a dispute between two sides in which one of the sides is constantly acting in bad faith.,0,20160226_10_gop.tsv
1537,RUBIO,"The Palestinian Authority has walked away from multiple efforts to make peace, very generous offers from the Israels.",0,20160226_10_gop.tsv
1538,RUBIO,"Instead, here's what the Palestinians do.",0,20160226_10_gop.tsv
1539,RUBIO,They teach their four- year-old children that killing Jews is a glorious thing.,0,20160226_10_gop.tsv
1540,RUBIO,Here's what Hamas does.,0,20160226_10_gop.tsv
1541,RUBIO,They launch rockets and terrorist attacks again Israel on an ongoing basis.,0,20160226_10_gop.tsv
1542,RUBIO,"The bottom line is, a deal between Israel and the Palestinians, given the current makeup of the Palestinians, is not possible.",0,20160226_10_gop.tsv
1543,RUBIO,And so the next president of the United States needs to be someone like me who will stand firmly on the side of Israel.,0,20160226_10_gop.tsv
1544,RUBIO,"I'm not -- I'm not going to sit here and say, ""Oh, I'm not on either side.""",0,20160226_10_gop.tsv
1545,RUBIO,I will be on a side.,0,20160226_10_gop.tsv
1546,RUBIO,"I will be on Israel's side every single day because they are the only pro-American, free enterprise democracy in the entire Middle East.",0,20160226_10_gop.tsv
1547,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1548,BLITZER,Mr. Trump?,0,20160226_10_gop.tsv
1549,TRUMP,I'm a negotiator.,0,20160226_10_gop.tsv
1550,TRUMP,I've done very well over the years through negotiation.,0,20160226_10_gop.tsv
1551,TRUMP,It's very important that we do that.,0,20160226_10_gop.tsv
1552,TRUMP,"In all fairness, Marco is not a negotiator.",0,20160226_10_gop.tsv
1553,TRUMP,"I watched him melt down and I'll tell you, it was one of the saddest things I've ever seen.",0,20160226_10_gop.tsv
1554,TRUMP,He's not going down -- excuse me...,0,20160226_10_gop.tsv
1555,RUBIO,He thinks a Palestinian is a real estate deal.,0,20160226_10_gop.tsv
1556,TRUMP,"... wait a minute, and these people may even be tougher than Chris Christie.",0,20160226_10_gop.tsv
1557,TRUMP,OK?,0,20160226_10_gop.tsv
1558,RUBIO,"The Palestinians are not a real estate deal, Donald.",0,20160226_10_gop.tsv
1559,TRUMP,"OK, no, no, no -- a deal is a deal.",0,20160226_10_gop.tsv
1560,TRUMP,Let me tell you that.,0,20160226_10_gop.tsv
1561,TRUMP,I learned a long time ago.,0,20160226_10_gop.tsv
1562,RUBIO,A deal is not a deal when you're dealing with terrorists.,0,20160226_10_gop.tsv
1563,RUBIO,Have you ever negotiated with terrorists?,0,20160226_10_gop.tsv
1564,TRUMP,You are not a negotiator.,0,20160226_10_gop.tsv
1565,TRUMP,You are not a negotiator.,0,20160226_10_gop.tsv
1566,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1567,TRUMP,"And, with your thinking, you will never bring peace.",0,20160226_10_gop.tsv
1568,TRUMP,You will never bring peace...,0,20160226_10_gop.tsv
1569,RUBIO,"... Donald, might be able to (inaudible) Palestinians and Arabs, but it's not a real estate deal...",0,20160226_10_gop.tsv
1570,TRUMP,"Excuse me, I want to be able to bring peace...",0,20160226_10_gop.tsv
1571,BLITZER,Senator.,0,20160226_10_gop.tsv
1572,TRUMP,He will never be able to do it.,0,20160226_10_gop.tsv
1573,TRUMP,"I think I may be able to do it, although I will say this.",0,20160226_10_gop.tsv
1574,TRUMP,Probably the toughest deal of any kind is that particular deal.,0,20160226_10_gop.tsv
1575,BLITZER,Let's move on to talk about North Korea.,0,20160226_10_gop.tsv
1576,BLITZER,"You raised it, Governor Kasich.",0,20160226_10_gop.tsv
1577,BLITZER,"The threat posed by North Korea to the United States and its allies, the commander of American forces in South Korea said that North Korean leader Kim Jong Un would use a weapon of mass destruction if he thought his regime was being threatened.",0,20160226_10_gop.tsv
1578,BLITZER,You have said the United States should start examining a strategy of regime change in North Korea.,0,20160226_10_gop.tsv
1579,BLITZER,Let's be clear.,0,20160226_10_gop.tsv
1580,BLITZER,Are you talking about getting rid of Kim Jong Un?,0,20160226_10_gop.tsv
1581,KASICH,"When you talk about regime change, Wolf, it means regime change.",0,20160226_10_gop.tsv
1582,KASICH,That's what it means.,0,20160226_10_gop.tsv
1583,KASICH,"Even though there's so much chaos in North Korea right now, there's a lot of reports of uncertainty, and instability in that government.",0,20160226_10_gop.tsv
1584,KASICH,"But, look, here's what I think we ought to do -- like, immediately.",0,20160226_10_gop.tsv
1585,KASICH,"And, we've been kicking the can down the road on this for, I don't know, 15 years.",0,20160226_10_gop.tsv
1586,KASICH,"We should be intercepting the ships that are leaving North Korea so they're not selling this material, or this technology, or giving it to someone else.",0,20160226_10_gop.tsv
1587,KASICH,"Secondly, the same goes with the aircraft.",0,20160226_10_gop.tsv
1588,KASICH,"Thirdly, we need to slap even tougher sanctions on North Korea because we really don't have the toughest sanctions on North Korea.",0,20160226_10_gop.tsv
1589,KASICH,We ought to talk about arming South Korea with ballistic missile technology.,0,20160226_10_gop.tsv
1590,KASICH,"And, of course, also Japan with ballistic missile technology.",0,20160226_10_gop.tsv
1591,KASICH,Because we're now starting to take a firm position.,0,20160226_10_gop.tsv
1592,KASICH,We have the attention of the Chinese.,0,20160226_10_gop.tsv
1593,KASICH,The Chinese are the best way to calm that regime down and get them in a position of where they back off.,0,20160226_10_gop.tsv
1594,KASICH,"But, when I say regime change, I don't have to talk exactly what that means.",0,20160226_10_gop.tsv
1595,KASICH,"Look, I've been involved in national security for a long time.",0,20160226_10_gop.tsv
1596,KASICH,"You don't have to spell everything out, but what I'm telling you is you look for any means you can to be able to solve that problem in North Korea, and in the meantime put the pressure on the Chinese.",0,20160226_10_gop.tsv
1597,KASICH,"And, what we're doing is beginning to work against them.",0,20160226_10_gop.tsv
1598,KASICH,They are the key to being able to settle this situation.,0,20160226_10_gop.tsv
1599,BLITZER,"I just want to be precise, Governor Kasich, this is critically important.",0,20160226_10_gop.tsv
1600,BLITZER,There are a million North Korean troops North of the DMZ...,0,20160226_10_gop.tsv
1601,KASICH,I'm very well aware of that.,0,20160226_10_gop.tsv
1602,BLITZER,"A million South Korean troops, 28,000 U.S. troops along the DMZ, right in between.",0,20160226_10_gop.tsv
1603,BLITZER,Would you risk war for a regime change?,0,20160226_10_gop.tsv
1604,KASICH,"Wolf, again, it would depend exactly what, you know, what was happening.",0,20160226_10_gop.tsv
1605,KASICH,What the situation was.,0,20160226_10_gop.tsv
1606,KASICH,"But, if there was an opportunity to remove the leader of North Korea and create stability?",0,20160226_10_gop.tsv
1607,KASICH,"Because, I'll tell you, you keep kicking the can down the road we're going to face this sooner or later.",0,20160226_10_gop.tsv
1608,KASICH,"But, in the meantime, I'm also aware of the fact that there's 10 million people living in Seoul.",0,20160226_10_gop.tsv
1609,KASICH,"So, you don't just run around making charges.",0,20160226_10_gop.tsv
1610,KASICH,I have put it on the table that I would leave to see regime change in North Korea.,0,20160226_10_gop.tsv
1611,KASICH,"Now, perhaps the Chinese can actually accomplish that with this man who is now currently the leader, but the fact is we have to bring everything to bear.",0,20160226_10_gop.tsv
1612,KASICH,"We have to be firm, and we've got to unite those people in that part of the world to stand firmly against North Korea, and make sure we have the ballistic...",0,20160226_10_gop.tsv
1613,SYSTEM,(BELL RINGING),0,20160226_10_gop.tsv
1614,KASICH,... ballistic missile technology to defend ourselves.,0,20160226_10_gop.tsv
1615,BLITZER,Mr. Trump.,0,20160226_10_gop.tsv
